,compound_id,exactmw,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi,compound_toxicity
11,compound-12,133.089149352,133.19399999999996,1.0,1.0,3.0,1.0,1.0,10.0,21.0,1.0,0.0,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.386488614110576,12.03,2.2845000000000004,45.12870000000002,5.878315177510851,3.3307335740439594,1.2243128534939436,1.2243128534939436,0.7460238965968932,5.878315177510851,3.3307335740439594,1.2243128534939436,1.2243128534939436,0.7460238965968932,-1.2400000000000002,6.874155251141552,3.7226780435366833,1.937167258606155,2.5590266821287053,3.569
12,compound-13,233.21434986399998,233.399,1.0,2.0,9.0,1.0,1.0,17.0,44.0,1.0,0.0,0.625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.42071496047579,26.02,4.9520000000000035,77.16840000000005,11.25071237662706,7.1707025114205525,3.2987244167365315,3.2987244167365315,2.147311664285464,11.25071237662706,7.1707025114205525,3.2987244167365315,3.2987244167365315,2.147311664285464,-0.98,14.082421972534332,9.091936348932805,7.038350267193423,7.531557894887935,6.575
13,compound-14,266.164695974,266.3179999999999,4.0,0.0,12.0,0.0,4.0,17.0,44.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.64386064918796,44.760000000000005,4.544600000000004,70.18650000000005,12.338594979034255,8.178235977364746,3.7382816570055604,3.7382816570055604,2.355600990323207,11.44416778803434,6.7176424906843035,2.24187580144988,2.24187580144988,1.0738754647025481,0.10999999999999996,17.11,11.214697625194338,9.779410294351258,11.287263315710302,4.449
14,compound-15,108.057514876,108.13999999999997,1.0,1.0,0.0,1.0,1.0,8.0,16.0,1.0,0.0,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.59057898608959,20.23,1.70062,32.843799999999995,4.756614672258461,2.550957066939605,1.1154541553668327,1.1154541553668327,0.5634205269554475,4.756614672258461,2.550957066939605,1.1154541553668327,1.1154541553668327,0.5634205269554475,-0.9800000000000001,5.162450142450142,1.8646221994975438,0.808016780809638,1.203252392426474,3.889
15,compound-16,87.10479941599999,87.166,1.0,2.0,1.0,1.0,1.0,6.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.538910182428694,26.02,0.9895999999999998,28.487399999999987,4.732050807568877,2.398717474235544,1.0515668461264176,1.0515668461264176,0.0,4.732050807568877,2.398717474235544,1.0515668461264176,1.0515668461264176,0.0,-0.04,5.959999999999999,2.189674338993739,2.212525252525253,2.1750765100671137,2.487
16,compound-17,184.182715388,184.32299999999998,1.0,0.0,9.0,0.0,1.0,13.0,37.0,1.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.91513638623601,17.07,4.106200000000004,57.90800000000005,9.272209321142793,5.7647843170117525,2.382392158505876,2.382392158505876,1.507828955428524,9.272209321142793,5.7647843170117525,2.382392158505876,2.382392158505876,1.507828955428524,-0.33,12.670000000000002,9.755689802913453,11.67,9.508045369454882,5.194
17,compound-18,148.063662876,148.165,3.0,1.0,0.0,1.0,3.0,11.0,19.0,3.0,0.0,0.25,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.93269087729801,56.910000000000004,1.27572,40.09080000000002,6.4189910556895,3.221777460189542,1.4373962253519563,1.4373962253519563,0.9552500349889292,6.4189910556895,3.221777460189542,1.4373962253519563,1.4373962253519563,0.9552500349889292,-1.5600000000000003,7.545932203389831,2.5863647959183673,1.2951216249015807,1.774230309384925,2.975
18,compound-19,117.91438307199999,119.37800000000001,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.64904970847457,0.0,1.9864,21.346999999999998,3.9790305262726706,1.9639610121239315,0.0,0.0,0.0,1.7112436882173077,0.6546536707079772,0.0,0.0,0.0,0.8699999999999999,4.87,2.128397932816538,13.25948341920994,2.591324483204135,3.228
19,compound-20,166.06299418,166.176,3.0,0.0,3.0,0.0,3.0,12.0,22.0,3.0,0.0,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.9148420217443,35.53,1.5162999999999998,44.933500000000016,7.034145948150093,3.4871561380945035,1.5676115922368337,1.5676115922368337,0.9158021770718172,7.034145948150093,3.4871561380945035,1.5676115922368337,1.5676115922368337,0.9158021770718172,-1.5100000000000002,8.585328884652048,3.7588733548338538,1.5570110928371719,2.689263665583669,3.917
20,compound-21,150.053692448,150.31199999999998,0.0,0.0,5.0,0.0,2.0,8.0,22.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.21014373689272,0.0,3.187800000000002,45.498000000000026,7.277916867529369,5.646264369941973,3.4747448713915876,3.4747448713915876,2.56066017177982,5.644923705673916,3.158230498229387,0.658248290463863,0.658248290463863,0.28451779686442463,0.7,8.699999999999998,7.6999999999999975,6.699999999999997,8.373749999999994,4.759
21,compound-22,199.003620732,199.59299999999996,4.0,0.0,2.0,0.0,3.0,13.0,19.0,5.0,0.0,0.125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.27905139771542,60.209999999999994,2.4508,48.11090000000001,7.537902693488107,3.847859895878448,1.8689701291425216,1.8689701291425216,1.0581265929913808,6.781973747469653,3.4698954228692207,1.5493576008819312,1.5493576008819312,0.871571485663276,-1.42,9.666355785837652,3.532219090537381,2.0315843959096074,2.626437418666325,4.56
22,compound-23,341.973857062,342.875,2.0,0.0,8.0,0.0,5.0,18.0,34.0,7.0,0.0,0.45454545454545453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.07453289631017,18.46,5.420300000000004,87.30400000000003,14.396986820948198,11.106081449428482,9.15103391905082,9.15103391905082,8.210183290304377,10.297140941146647,5.513684430875031,1.8244751654915514,1.8244751654915514,1.1177962891921043,0.7800000000000002,16.833248136315227,8.853030675783977,6.286951762872694,8.279181229104564,6.161
23,compound-24,199.852088432,202.29500000000002,0.0,0.0,0.0,0.0,0.0,7.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.62052427663453,0.0,3.1603000000000003,35.784000000000006,6.746817364328034,3.29882260455229,2.226922466874271,2.226922466874271,0.0,2.9671726342357623,1.2920576245806383,0.24743582965269678,0.24743582965269678,0.0,1.45,8.449999999999996,2.8382008195783057,3.9869127516778504,3.426113846490953,4.429
24,compound-25,108.06874825599999,108.144,2.0,0.0,3.0,0.0,2.0,8.0,16.0,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.34912096275002,47.58,1.59396,29.69399999999999,4.7228543157461065,2.6543203766865053,0.8271601883432526,0.8271601883432526,0.40811388300841883,4.7228543157461065,2.6543203766865053,0.8271601883432526,0.8271601883432526,0.40811388300841883,-1.02,6.980000000000001,5.980000000000001,4.980000000000001,5.217550000000002,1.75
25,compound-26,74.036779432,74.079,2.0,0.0,0.0,0.0,2.0,5.0,11.0,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.74420258617341,26.3,0.17930000000000001,17.689999999999998,3.3164965809277263,1.3164965809277263,0.2874574785652649,0.2874574785652649,0.0,3.3164965809277263,1.3164965809277263,0.2874574785652649,0.2874574785652649,0.0,-0.53,4.469999999999999,1.7581844380403455,3.469999999999999,1.5718168876080685,2.317
26,compound-27,129.151749608,129.24699999999999,1.0,2.0,6.0,1.0,1.0,9.0,28.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.63373652561853,26.02,2.3056,42.43040000000001,6.527097737495458,4.11535507165041,1.5576775358252049,1.5576775358252049,0.9246676531873167,6.527097737495458,4.11535507165041,1.5576775358252049,1.5576775358252049,0.9246676531873167,-0.04,8.960000000000003,7.960000000000003,7.9600000000000035,7.924622222222228,4.396
27,compound-28,222.198365452,222.37199999999999,1.0,1.0,7.0,1.0,1.0,16.0,42.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.57386528502529,20.23,4.396300000000004,72.47680000000005,11.214798309001573,6.021483854112555,2.674287611099495,2.674287611099495,1.403428010735793,11.214798309001573,6.021483854112555,2.674287611099495,2.674287611099495,1.403428010735793,-0.8200000000000001,15.18,7.452797026677364,8.485285194269554,7.070841179060149,5.192
28,compound-29,136.063662876,136.154,3.0,4.0,1.0,2.0,2.0,10.0,18.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.63764872796276,69.11,0.3676999999999998,39.37230000000001,5.372349905601618,2.8588246836111835,1.2262491980588959,1.2262491980588959,0.7214005796648163,5.372349905601618,2.8588246836111835,1.2262491980588959,1.2262491980588959,0.7214005796648163,-1.5099999999999998,6.607785630153122,2.389632707443791,1.0748936229840518,1.579018066559098,2.537
29,compound-30,60.057514876,60.096000000000004,1.0,1.0,1.0,1.0,1.0,4.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.263369008818778,20.23,0.3887,17.3768,2.861427157873053,1.5233345472033852,0.2236067977499789,0.2236067977499789,0.0,2.861427157873053,1.5233345472033852,0.2236067977499789,0.2236067977499789,0.0,-0.04,3.9600000000000004,2.9600000000000004,1.96,2.9304000000000006,1.121
30,compound-31,164.120115132,164.24799999999996,1.0,1.0,3.0,1.0,1.0,12.0,28.0,1.0,0.0,0.45454545454545453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.05034744367602,20.23,2.3901000000000003,51.060800000000036,7.748178503821183,4.341397181459485,1.8683031955472913,1.8683031955472913,1.0949165045772586,7.748178503821183,4.341397181459485,1.8683031955472913,1.8683031955472913,1.0949165045772586,-0.8200000000000001,9.269445438282649,3.722970519770657,3.5360505755490106,2.875822675112408,3.393
31,compound-32,194.08037556,194.19399999999996,6.0,0.0,0.0,0.0,6.0,14.0,24.0,6.0,0.0,0.375,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,79.02895701814934,61.82,-1.029300000000001,51.19600000000001,8.182701232117184,4.107927642957932,2.3165128954882377,2.3165128954882377,1.4711798853237634,8.182701232117184,4.107927642957932,2.3165128954882377,2.3165128954882377,1.4711798853237634,-1.8499999999999999,8.73523326923911,2.5679479011227926,0.8757741627139433,1.6022588528257544,3.109
32,compound-33,161.913883196,163.03900000000002,0.0,0.0,0.0,0.0,1.0,6.0,9.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.93931399554982,0.0,2.5106,32.019,5.420756691084398,3.30687767095802,1.9659916511396505,1.9659916511396505,1.3910393767260631,3.0182635710419676,1.5710703598186047,0.48645422938231664,0.48645422938231664,0.2478530003169606,0.17999999999999997,4.341812297734628,1.7556317843592149,0.8199391686904972,1.2704372786041047,4.421
33,compound-34,226.131742436,226.27599999999998,5.0,2.0,4.0,2.0,3.0,16.0,34.0,5.0,4.0,0.7272727272727273,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,94.96713168561381,75.27000000000001,1.1849999999999998,58.47740000000003,9.923415484140858,5.589534826912004,3.075432665412927,3.075432665412927,1.8398976092354162,9.923415484140858,5.589534826912004,3.075432665412927,3.075432665412927,1.8398976092354162,-1.39,12.678446269678304,4.6342425942537355,2.229701431998784,3.672187233243786,3.423
34,compound-35,145.969005488,147.00400000000002,0.0,0.0,0.0,0.0,0.0,8.0,12.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.03793557326031,0.0,2.9934000000000003,36.46200000000001,5.577187914813867,2.9552606240736004,1.2568581544896333,1.2568581544896333,0.8963381998211153,4.0653300227769575,2.1993316780551457,0.786663948914156,0.786663948914156,0.45991422889224665,-0.20000000000000007,5.9282051282051285,2.3818408996251557,1.391420241566014,1.7650051794658206,4.263
35,compound-36,100.088815004,100.161,1.0,1.0,3.0,1.0,1.0,7.0,19.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.66859231982434,20.23,1.3334,31.111799999999985,4.723234477438853,2.615135585194768,0.8565171681406728,0.8565171681406728,0.4136172417380051,4.723234477438853,2.615135585194768,0.8565171681406728,0.8565171681406728,0.4136172417380051,-0.30000000000000004,6.7,3.8754385964912283,3.5325033952014486,3.709348370927319,3.518
36,compound-37,183.068413908,183.21,2.0,0.0,2.0,0.0,2.0,14.0,23.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.23460952094787,29.96,2.3125999999999998,54.11150000000002,7.551614308670455,4.375222463105506,1.9784870114002713,1.9784870114002713,1.2594830968442796,7.551614308670455,4.375222463105506,1.9784870114002713,1.9784870114002713,1.2594830968442796,-1.96,8.629973277127478,3.8326337366924554,1.6890690083365993,2.3625376234766513,3.25
37,compound-38,202.06299418,202.209,3.0,2.0,2.0,2.0,3.0,15.0,25.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.1905100594599,49.69,2.8901000000000003,56.28760000000003,7.921477634980787,4.498196296055658,1.9091438766242315,1.9091438766242315,1.164441890645822,7.921477634980787,4.498196296055658,1.9091438766242315,1.9091438766242315,1.164441890645822,-2.1599999999999997,9.3971519262254,3.9196606578585556,2.4034585195024754,2.4555764467430294,4.544
38,compound-39,327.77340101600004,330.80099999999993,1.0,1.0,0.0,1.0,1.0,10.0,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.82827968861704,20.23,3.6797000000000004,51.20680000000001,9.493797170251003,4.824248854315128,2.6484799510205645,2.6484799510205645,2.7932628081999824,4.735807552906891,2.4452540456430714,0.9816656800962112,0.9816656800962112,0.5345846445042867,0.45999999999999985,8.555602294455067,3.238137428763278,1.737754237600929,2.770421601528793,4.703
39,compound-40,232.084792244,232.239,5.0,2.0,2.0,2.0,3.0,17.0,29.0,5.0,4.0,0.25,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,98.1995153196948,75.27000000000001,0.7003999999999997,60.09240000000002,9.318602998526268,5.333716209998574,3.026280987123201,3.026280987123201,2.064079211310506,9.318602998526268,5.333716209998574,3.026280987123201,3.026280987123201,2.064079211310506,-2.1699999999999995,11.319407152511545,4.008920169778623,1.5954555917347284,2.66932939080235,2.681
40,compound-41,179.930033136,181.449,0.0,0.0,0.0,0.0,0.0,9.0,12.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.34120180014197,0.0,3.6468000000000007,41.47200000000001,6.633731064651922,3.4388740002541076,1.8557738769927499,1.8557738769927499,0.9965423302231509,4.365944226596559,2.3049805812264257,0.8816474954669951,0.8816474954669951,0.4704998499972052,0.08999999999999991,7.200011001100109,2.7822002817304186,1.751071234522005,2.2257636261914264,4.783
41,compound-42,70.041864812,70.091,1.0,1.0,1.0,1.0,1.0,5.0,11.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.627536515074656,20.23,0.0020000000000000018,20.535799999999995,2.9387774270626785,1.4584562912049244,0.2561409661723959,0.2561409661723959,0.06454972243679027,2.9387774270626785,1.4584562912049244,0.2561409661723959,0.2561409661723959,0.06454972243679027,-0.48,4.519999999999999,3.5199999999999982,3.5199999999999974,3.1820799999999974,3.288
42,compound-43,75.068413908,75.11099999999999,2.0,3.0,1.0,2.0,2.0,5.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.603259705831494,46.25,-0.6741000000000001,20.7352,3.3090209150657572,1.652045739864513,0.34111151573446186,0.34111151573446186,0.0,3.3090209150657572,1.652045739864513,0.34111151573446186,0.34111151573446186,0.0,-0.08,4.920000000000001,2.1751020408163266,3.92,2.1403004081632657,1.474
43,compound-44,197.084063972,197.237,2.0,0.0,3.0,0.0,1.0,15.0,26.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.77479521020474,20.310000000000002,2.9811000000000014,61.08700000000004,8.206314847049706,4.762481950688554,2.1741377424499975,2.1741377424499975,1.4479793225950301,8.206314847049706,4.762481950688554,2.1741377424499975,2.1741377424499975,1.4479793225950301,-2.0899999999999994,9.464452702776038,4.419468990214426,2.045973094419842,2.788523681951321,3.812
44,compound-45,247.852088432,250.33900000000003,0.0,0.0,0.0,0.0,0.0,11.0,12.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.94773425390534,0.0,4.9536,51.49200000000001,8.746817364328034,4.41208381675883,3.204463155287838,3.204463155287838,1.6538552962920416,4.967172634235762,2.522261451712694,1.0582235224448686,1.0582235224448686,0.5440175760935458,0.6699999999999999,9.755689802913453,3.5904275521620326,1.8772480467474577,3.1842815871569683,6.0
45,compound-46,471.73180871600005,471.801,1.0,1.0,0.0,1.0,1.0,10.0,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01115123482388,20.23,3.2060000000000004,66.2578,11.208302426435857,5.681501482407555,3.2491037561180884,3.2491037561180884,4.117227505794473,4.735807552906891,2.4452540456430714,0.9816656800962112,0.9816656800962112,0.5345846445042867,1.21,9.29920606601249,3.7435753105439047,2.095965857046344,3.4812278236384464,5.591
46,compound-47,207.125928784,207.27299999999997,3.0,1.0,1.0,1.0,2.0,15.0,32.0,3.0,1.0,0.4166666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.44598531903529,38.33,2.702300000000001,60.22570000000004,9.625897657686231,4.933739640741713,2.135014658469817,2.135014658469817,1.181046421501605,9.625897657686231,4.933739640741713,2.135014658469817,2.135014658469817,1.181046421501605,-1.5099999999999998,11.564128984432914,4.340890367269423,3.273629291246834,3.3465744076257313,4.317
47,compound-48,209.10519334,209.24499999999998,4.0,1.0,3.0,1.0,3.0,15.0,30.0,4.0,1.0,0.36363636363636365,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.19458843414556,47.56,2.192,57.28970000000004,9.11149621733972,4.7842496488921205,1.6186094180451804,1.6186094180451804,1.0366802968724,9.11149621733972,4.7842496488921205,1.6186094180451804,1.6186094180451804,1.0366802968724,-1.7099999999999997,11.365244544770505,5.240223135362097,3.4971815387145706,3.970427826836951,4.376
48,compound-49,128.083729624,128.171,2.0,0.0,2.0,0.0,2.0,9.0,21.0,2.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.51436801157559,26.3,1.5141,36.041999999999994,6.1009536313039,2.902204479831904,0.6912020604562017,0.6912020604562017,0.31466840682824126,6.1009536313039,2.902204479831904,0.6912020604562017,0.6912020604562017,0.31466840682824126,-0.79,8.210000000000003,3.277926450148013,3.7647850208044398,2.9901973506350217,3.528
49,compound-50,338.18819469199997,338.44700000000006,3.0,0.0,6.0,0.0,3.0,25.0,51.0,3.0,0.0,0.4090909090909091,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,149.2417651062343,39.44,5.1520000000000055,97.94400000000007,15.412461125660945,8.795486213819261,4.987841258979596,4.987841258979596,3.433908458033573,15.412461125660945,8.795486213819261,4.987841258979596,4.987841258979596,3.433908458033573,-2.289999999999999,17.530378388497176,6.909573679336843,4.036552723812497,4.84509764407902,7.751
